index,id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_the_product,prior_purchases,product_importance,gender,discount_offered,weight_in_gms,reached_on_time,weight_category
1660,1661,C,Flight,4,4,140,3,medium,F,4,1467,1,Below Medium
1661,1662,F,Ship,3,2,150,3,medium,F,4,1910,1,Medium Weight
1662,1663,D,Ship,6,1,286,7,medium,F,7,2338,1,Medium Weight
1663,1664,F,Ship,5,5,224,8,low,F,48,2627,1,Medium Weight
1664,1665,A,Ship,3,5,204,3,low,F,45,2513,1,Medium Weight
1665,1666,B,Ship,5,2,266,7,low,M,40,2304,1,Medium Weight
1666,1667,C,Ship,4,5,268,3,low,F,59,2083,1,Medium Weight
1667,1668,F,Ship,4,5,267,4,low,M,20,3132,1,Intermediate Weight
1668,1669,D,Ship,3,5,223,4,low,F,46,3938,1,Intermediate Weight
1669,1670,F,Ship,5,5,164,5,low,M,52,1644,1,Medium Weight
1670,1671,A,Ship,4,2,209,4,low,F,10,3370,1,Intermediate Weight
1671,1672,B,Ship,3,2,192,3,low,F,19,3183,1,Intermediate Weight
1672,1673,C,Ship,3,2,260,3,medium,M,52,2874,1,Medium Weight
1673,1674,F,Ship,2,1,137,5,medium,F,3,1037,1,Below Medium
1674,1675,D,Ship,3,3,267,2,low,M,18,2435,1,Medium Weight
1675,1676,F,Ship,3,3,111,3,medium,M,54,1712,1,Medium Weight
1676,1677,A,Ship,3,4,240,2,medium,F,2,3729,1,Intermediate Weight
1677,1678,B,Ship,5,1,234,3,medium,M,40,3340,1,Intermediate Weight
1678,1679,C,Ship,4,2,190,2,medium,M,37,2563,1,Medium Weight
1679,1680,F,Ship,5,2,265,2,high,M,24,2415,1,Medium Weight
1680,1681,D,Ship,3,4,189,3,medium,F,37,3492,1,Intermediate Weight
1681,1682,F,Ship,2,1,121,3,medium,M,25,1124,1,Below Medium
1682,1683,A,Ship,4,3,101,6,low,M,37,1344,1,Below Medium
1683,1684,B,Ship,3,3,250,3,medium,M,9,2752,1,Medium Weight
1684,1685,C,Ship,4,2,247,3,medium,F,64,2198,1,Medium Weight
1685,1686,F,Ship,4,4,162,3,medium,M,41,1104,1,Below Medium
1686,1687,D,Ship,2,2,219,3,low,F,56,3608,1,Intermediate Weight
1687,1688,F,Ship,5,1,258,2,medium,F,48,3717,1,Intermediate Weight
1688,1689,A,Ship,5,4,221,2,low,F,59,3444,1,Intermediate Weight
1689,1690,B,Ship,2,4,137,3,high,F,41,1176,1,Below Medium
1690,1691,C,Ship,3,4,174,2,medium,M,51,1430,1,Below Medium
1691,1692,F,Ship,4,2,189,3,medium,M,6,3671,1,Intermediate Weight
1692,1693,D,Ship,4,4,212,4,medium,F,2,3830,1,Intermediate Weight
1693,1694,F,Ship,6,1,183,2,low,M,57,3966,1,Intermediate Weight
1694,1695,A,Ship,3,1,180,2,low,M,26,1715,1,Medium Weight
1695,1696,B,Ship,5,5,150,5,medium,F,61,1091,1,Below Medium
1696,1697,C,Ship,4,3,246,3,medium,F,52,2440,1,Medium Weight
1697,1698,F,Ship,3,2,263,3,high,F,44,3802,1,Intermediate Weight
1698,1699,D,Ship,4,4,204,2,low,M,29,2941,1,Medium Weight
1699,1700,F,Ship,3,2,223,4,low,F,20,3955,1,Intermediate Weight
1700,1701,A,Ship,3,3,193,2,low,F,60,2581,1,Medium Weight
1701,1702,B,Ship,3,1,138,3,low,F,41,1914,1,Medium Weight
1702,1703,C,Ship,5,2,188,3,medium,F,50,3992,1,Intermediate Weight
1703,1704,F,Ship,4,3,201,3,low,F,46,3641,1,Intermediate Weight
1704,1705,D,Ship,3,3,245,2,medium,F,16,2577,1,Medium Weight
1705,1706,F,Ship,3,2,262,3,low,M,54,3150,1,Intermediate Weight
1706,1707,A,Ship,4,4,147,5,medium,F,33,1886,1,Medium Weight
1707,1708,B,Ship,3,1,254,3,medium,F,35,2965,1,Medium Weight
1708,1709,C,Ship,4,2,213,4,low,F,37,2184,1,Medium Weight
1709,1710,F,Ship,3,3,152,2,low,M,32,1665,1,Medium Weight
1710,1711,D,Ship,4,1,227,3,low,M,54,3972,1,Intermediate Weight
1711,1712,F,Ship,2,5,206,3,low,F,46,2944,1,Medium Weight
1712,1713,A,Ship,3,4,242,5,low,M,5,2307,1,Medium Weight
1713,1714,B,Ship,4,2,200,3,medium,M,45,2486,1,Medium Weight
1714,1715,C,Ship,4,1,142,2,low,M,26,1683,1,Medium Weight
1715,1716,F,Ship,3,3,275,3,low,F,61,2123,1,Medium Weight
1716,1717,D,Ship,6,1,222,5,medium,M,26,3137,1,Intermediate Weight
1717,1718,F,Ship,3,1,101,2,medium,F,56,1184,1,Below Medium
1718,1719,A,Ship,4,5,178,3,high,M,22,1907,1,Medium Weight
1719,1720,B,Ship,3,2,243,3,medium,M,31,3943,1,Intermediate Weight
1720,1721,C,Ship,2,1,177,4,low,M,63,1058,1,Below Medium
1721,1722,F,Ship,3,2,270,3,medium,M,31,2377,1,Medium Weight
1722,1723,D,Ship,5,3,186,4,medium,F,11,3676,1,Intermediate Weight
1723,1724,F,Ship,5,3,133,4,medium,F,29,1094,1,Below Medium
1724,1725,A,Ship,3,2,263,4,medium,M,8,2599,1,Medium Weight
1725,1726,B,Ship,5,3,248,3,medium,M,4,2207,1,Medium Weight
1726,1727,C,Ship,5,2,150,3,medium,M,63,1807,1,Medium Weight
1727,1728,F,Ship,3,4,203,4,medium,M,46,3640,1,Intermediate Weight
1728,1729,D,Ship,2,3,249,2,low,M,1,2905,1,Medium Weight
1729,1730,F,Ship,3,3,238,3,medium,M,54,2860,1,Medium Weight
1730,1731,A,Ship,5,3,181,4,medium,F,32,3893,1,Intermediate Weight
1731,1732,B,Ship,3,3,138,4,low,M,56,1440,1,Below Medium
1732,1733,C,Ship,4,3,139,3,medium,F,47,1323,1,Below Medium
1733,1734,F,Ship,2,3,192,2,low,F,31,2621,1,Medium Weight
1734,1735,D,Ship,5,4,241,3,medium,M,40,3484,1,Intermediate Weight
1735,1736,F,Ship,3,2,188,3,low,F,33,3335,1,Intermediate Weight
1736,1737,A,Ship,6,1,278,2,medium,F,12,2112,1,Medium Weight
1737,1738,B,Ship,4,1,144,2,high,M,35,1072,1,Below Medium
1738,1739,C,Ship,4,5,208,2,medium,M,33,2170,1,Medium Weight
1739,1740,F,Ship,3,2,208,2,low,M,41,2036,1,Medium Weight
1740,1741,D,Ship,4,3,210,3,medium,M,11,2655,1,Medium Weight
1741,1742,F,Ship,3,3,237,3,medium,M,47,3625,1,Intermediate Weight
1742,1743,A,Ship,4,4,192,3,low,F,25,2443,1,Medium Weight
1743,1744,B,Ship,6,2,143,5,low,M,17,1955,1,Medium Weight
1744,1745,C,Ship,3,1,234,3,high,F,60,2596,1,Medium Weight
1745,1746,F,Ship,4,5,147,2,low,M,17,1057,1,Below Medium
1746,1747,D,Ship,5,1,226,2,low,M,18,2582,1,Medium Weight
1747,1748,F,Ship,4,5,263,2,low,M,62,2267,1,Medium Weight
1748,1749,A,Ship,4,1,147,3,low,M,11,1434,1,Below Medium
1749,1750,B,Ship,3,1,174,4,low,M,18,1072,1,Below Medium
1750,1751,C,Ship,3,1,142,4,low,M,4,1583,1,Medium Weight
1751,1752,F,Ship,4,4,136,3,low,M,6,1900,1,Medium Weight
1752,1753,D,Ship,3,1,192,3,medium,M,35,2258,1,Medium Weight
1753,1754,F,Ship,3,2,184,5,high,F,26,3336,1,Intermediate Weight
1754,1755,A,Road,6,5,260,4,high,M,10,2756,1,Medium Weight
1755,1756,B,Road,5,3,160,3,high,M,25,1977,1,Medium Weight
1756,1757,C,Road,3,1,262,2,low,F,28,2940,1,Medium Weight
1757,1758,F,Road,4,3,217,3,low,M,51,3144,1,Intermediate Weight
1758,1759,D,Road,3,2,267,5,low,F,48,2622,1,Medium Weight
1759,1760,F,Road,5,4,195,2,low,M,4,3108,1,Intermediate Weight
1760,1761,A,Road,4,3,152,2,medium,M,18,1537,1,Medium Weight
1761,1762,B,Road,4,5,178,3,low,F,23,1695,1,Medium Weight
1762,1763,C,Road,4,2,190,4,medium,M,61,2077,1,Medium Weight
1763,1764,F,Road,3,5,286,3,medium,F,12,3817,1,Intermediate Weight
1764,1765,D,Road,2,1,167,2,low,M,46,1023,1,Below Medium
1765,1766,F,Road,2,2,148,6,medium,F,63,1279,1,Below Medium
1766,1767,A,Road,4,3,218,4,low,F,50,3990,1,Intermediate Weight
1767,1768,B,Road,5,2,272,2,medium,F,37,2226,1,Medium Weight
1768,1769,C,Road,4,3,147,2,high,F,52,1570,1,Medium Weight
1769,1770,F,Road,4,5,263,3,medium,F,32,3723,1,Intermediate Weight
1770,1771,D,Road,5,5,189,4,high,F,16,3564,1,Intermediate Weight
1771,1772,F,Road,3,3,242,3,low,F,7,3127,1,Intermediate Weight
1772,1773,A,Road,5,3,204,2,low,M,40,2181,1,Medium Weight
1773,1774,B,Road,3,1,229,3,medium,M,2,3963,1,Intermediate Weight
1774,1775,C,Road,3,5,180,2,low,M,33,1444,1,Below Medium
1775,1776,F,Road,5,5,190,4,medium,M,12,2947,1,Medium Weight
1776,1777,D,Flight,6,1,154,5,medium,M,19,1842,1,Medium Weight
1777,1778,F,Flight,4,3,134,3,low,F,21,1955,1,Medium Weight
1778,1779,A,Flight,3,3,206,2,medium,M,62,3558,1,Intermediate Weight
1779,1780,B,Flight,3,2,169,2,medium,M,61,1511,1,Medium Weight
1780,1781,C,Flight,4,2,237,2,medium,F,6,2965,1,Medium Weight
1781,1782,F,Flight,4,4,146,2,low,M,52,1459,1,Below Medium
1782,1783,D,Flight,5,2,187,3,medium,M,11,2936,1,Medium Weight
1783,1784,F,Flight,5,4,206,3,low,M,53,2182,1,Medium Weight
1784,1785,A,Flight,5,3,208,4,medium,M,10,2419,1,Medium Weight
1785,1786,B,Flight,4,2,149,4,low,M,40,1102,1,Below Medium
1786,1787,C,Flight,6,2,148,4,low,M,56,1511,1,Medium Weight
1787,1788,F,Flight,4,2,135,2,low,M,54,1011,1,Below Medium
1788,1789,D,Flight,4,1,242,3,medium,F,35,3556,1,Intermediate Weight
1789,1790,F,Flight,5,2,231,4,medium,M,41,2992,1,Medium Weight
1790,1791,A,Flight,6,2,205,5,medium,F,61,2018,1,Medium Weight
1791,1792,B,Flight,4,4,137,2,medium,M,37,1447,1,Below Medium
1792,1793,C,Flight,3,4,202,4,high,M,20,3655,1,Intermediate Weight
1793,1794,F,Flight,3,1,163,3,medium,M,59,1005,1,Below Medium
1794,1795,D,Flight,2,2,128,2,low,M,17,1824,1,Medium Weight
1795,1796,F,Flight,3,3,165,3,high,M,35,1459,1,Below Medium
1796,1797,A,Flight,4,1,242,2,low,M,34,3966,1,Intermediate Weight
1797,1798,B,Flight,5,4,229,2,medium,M,9,3667,1,Intermediate Weight
1798,1799,C,Ship,5,1,191,3,low,M,56,3538,1,Intermediate Weight
1799,1800,F,Ship,3,5,231,2,medium,M,49,2341,1,Medium Weight
1800,1801,D,Ship,3,1,183,3,medium,F,51,3863,1,Intermediate Weight
1801,1802,F,Ship,3,1,195,3,high,M,5,3251,1,Intermediate Weight
1802,1803,A,Ship,3,5,249,2,low,F,26,2029,1,Medium Weight
1803,1804,B,Ship,3,4,151,3,low,M,16,1020,1,Below Medium
1804,1805,C,Ship,4,1,140,2,low,M,60,1950,1,Medium Weight
1805,1806,F,Ship,4,1,151,2,medium,M,6,1114,1,Below Medium
1806,1807,D,Ship,2,5,109,3,medium,M,12,1715,1,Medium Weight
1807,1808,F,Ship,5,1,180,2,low,M,35,1204,1,Below Medium
1808,1809,A,Ship,4,1,151,5,high,M,28,1148,1,Below Medium
1809,1810,B,Ship,2,1,188,3,low,M,62,2106,1,Medium Weight
1810,1811,C,Ship,4,2,274,2,low,M,11,3013,1,Intermediate Weight
1811,1812,F,Ship,3,5,187,2,medium,F,50,2598,1,Medium Weight
1812,1813,D,Ship,4,2,185,2,medium,M,4,2212,1,Medium Weight
1813,1814,F,Ship,3,4,187,2,medium,M,54,3290,1,Intermediate Weight
1814,1815,A,Ship,5,4,260,3,low,M,43,2143,1,Medium Weight
1815,1816,B,Ship,3,3,191,3,low,M,5,2007,1,Medium Weight
1816,1817,C,Ship,3,4,203,2,low,F,15,2281,1,Medium Weight
1817,1818,F,Ship,4,1,144,4,low,F,63,1881,1,Medium Weight
1818,1819,D,Ship,5,2,281,4,high,F,5,3357,1,Intermediate Weight
1819,1820,F,Ship,2,3,169,3,medium,M,48,1279,1,Below Medium
1820,1821,A,Ship,4,3,201,2,medium,F,18,3461,1,Intermediate Weight
1821,1822,B,Ship,4,4,226,5,medium,F,12,2708,1,Medium Weight
1822,1823,C,Ship,6,3,176,5,low,F,7,1767,1,Medium Weight
1823,1824,F,Ship,3,5,228,4,medium,M,57,2243,1,Medium Weight
1824,1825,D,Ship,4,5,260,3,low,F,14,2071,1,Medium Weight
1825,1826,F,Ship,4,5,268,3,low,M,17,3085,1,Intermediate Weight
1826,1827,A,Ship,4,5,188,3,low,F,6,3361,1,Intermediate Weight
1827,1828,B,Ship,4,4,213,3,medium,M,11,2037,1,Medium Weight
1828,1829,C,Ship,4,4,259,2,medium,M,44,2132,1,Medium Weight
1829,1830,F,Ship,3,2,257,2,high,F,46,2848,1,Medium Weight
1830,1831,D,Ship,4,5,163,3,low,M,38,1146,1,Below Medium
1831,1832,F,Ship,2,3,211,3,medium,F,12,3296,1,Intermediate Weight
1832,1833,A,Ship,3,4,166,2,medium,F,58,1319,1,Below Medium
1833,1834,B,Ship,3,5,245,4,high,F,26,2072,1,Medium Weight
1834,1835,C,Ship,5,5,234,2,medium,M,44,2548,1,Medium Weight
1835,1836,F,Ship,4,2,234,2,high,M,27,3393,1,Intermediate Weight
1836,1837,D,Ship,3,1,180,3,low,M,52,1838,1,Medium Weight
1837,1838,F,Ship,4,5,217,4,medium,M,37,2128,1,Medium Weight
1838,1839,A,Ship,4,1,253,3,low,M,31,3632,1,Intermediate Weight
1839,1840,B,Ship,3,2,188,3,medium,M,3,3837,1,Intermediate Weight
1840,1841,C,Ship,2,3,274,3,high,F,24,3829,1,Intermediate Weight
1841,1842,F,Ship,3,4,136,2,medium,F,54,1056,1,Below Medium
1842,1843,D,Ship,3,5,143,2,low,M,17,1422,1,Below Medium
1843,1844,F,Ship,3,1,267,3,low,F,57,3257,1,Intermediate Weight
1844,1845,A,Ship,3,4,198,2,medium,F,20,2266,1,Medium Weight
1845,1846,B,Ship,4,4,201,10,medium,M,17,2059,1,Medium Weight
1846,1847,C,Ship,3,5,241,10,medium,F,31,2724,1,Medium Weight
1847,1848,F,Ship,5,1,269,3,medium,F,2,2136,1,Medium Weight
1848,1849,D,Ship,5,5,123,2,low,F,60,1653,1,Medium Weight
1849,1850,F,Ship,3,2,178,2,low,M,32,1329,1,Below Medium
1850,1851,A,Ship,3,4,203,3,low,M,18,3127,1,Intermediate Weight
1851,1852,B,Ship,3,1,169,10,medium,F,15,1107,1,Below Medium
1852,1853,C,Ship,3,5,190,10,medium,F,27,2739,1,Medium Weight
1853,1854,F,Ship,3,3,190,7,medium,F,7,2400,1,Medium Weight
1854,1855,D,Ship,4,5,238,10,medium,M,38,3556,1,Intermediate Weight
1855,1856,F,Ship,5,5,247,10,medium,F,61,2206,1,Medium Weight
1856,1857,A,Ship,4,1,190,10,low,F,35,3819,1,Intermediate Weight
1857,1858,B,Ship,3,5,168,3,low,F,5,1143,1,Below Medium
1858,1859,C,Ship,2,2,190,3,low,M,51,2380,1,Medium Weight
1859,1860,F,Ship,2,5,170,8,low,M,14,1396,1,Below Medium
1860,1861,D,Ship,4,4,226,7,low,M,9,2182,1,Medium Weight
1861,1862,F,Ship,5,1,256,7,low,F,50,3837,1,Intermediate Weight
1862,1863,A,Ship,2,1,104,7,low,M,30,1870,1,Medium Weight
1863,1864,B,Ship,4,1,192,3,medium,F,29,3347,1,Intermediate Weight
1864,1865,C,Ship,4,3,213,3,medium,M,57,3599,1,Intermediate Weight
1865,1866,F,Ship,4,2,259,2,medium,M,54,2244,1,Medium Weight
1866,1867,D,Ship,3,4,257,2,high,M,15,3981,1,Intermediate Weight
1867,1868,F,Ship,4,3,163,3,low,M,52,1891,1,Medium Weight
1868,1869,A,Ship,2,3,211,3,medium,F,55,3842,1,Intermediate Weight
1869,1870,B,Ship,3,2,166,2,medium,F,45,1741,1,Medium Weight
1870,1871,C,Ship,3,1,245,4,high,F,47,3111,1,Intermediate Weight
1871,1872,F,Ship,5,5,234,2,medium,F,43,3822,1,Intermediate Weight
1872,1873,D,Ship,4,4,234,2,high,M,2,2008,1,Medium Weight
1873,1874,F,Ship,3,4,180,3,low,F,52,1727,1,Medium Weight
1874,1875,A,Ship,4,5,217,4,medium,F,12,2217,1,Medium Weight
1875,1876,B,Ship,4,5,253,3,low,F,58,3096,1,Intermediate Weight
1876,1877,C,Ship,3,4,188,3,medium,F,49,3221,1,Intermediate Weight
1877,1878,F,Ship,2,2,274,3,high,F,60,2053,1,Medium Weight
1878,1879,D,Ship,3,1,136,2,medium,F,61,1509,1,Medium Weight
1879,1880,F,Ship,3,1,143,2,low,F,63,1246,1,Below Medium
1880,1881,A,Ship,3,4,267,3,low,F,55,2923,1,Medium Weight
1881,1882,B,Ship,3,1,198,2,medium,F,49,3573,1,Intermediate Weight
1882,1883,C,Ship,4,1,201,10,medium,M,37,3402,1,Intermediate Weight
1883,1884,F,Ship,3,5,241,10,medium,M,41,3015,1,Intermediate Weight
1884,1885,D,Ship,5,4,269,3,medium,F,51,3415,1,Intermediate Weight
1885,1886,F,Ship,5,3,123,2,low,F,30,1068,1,Below Medium
1886,1887,A,Ship,3,4,178,2,low,F,35,1183,1,Below Medium
1887,1888,B,Ship,3,5,203,3,low,F,58,3231,1,Intermediate Weight
1888,1889,C,Ship,3,2,169,10,medium,F,4,1665,1,Medium Weight
1889,1890,F,Ship,3,4,190,10,medium,F,38,2018,1,Medium Weight
1890,1891,D,Ship,3,4,190,7,medium,F,51,2391,1,Medium Weight
1891,1892,F,Road,4,5,238,10,medium,F,44,3860,1,Intermediate Weight
1892,1893,A,Road,5,1,247,10,medium,F,57,2377,1,Medium Weight
1893,1894,B,Road,4,3,190,10,low,M,34,3935,1,Intermediate Weight
1894,1895,C,Road,3,2,168,3,low,M,15,1862,1,Medium Weight
1895,1896,F,Road,2,1,190,3,low,M,59,2108,1,Medium Weight
1896,1897,D,Road,2,3,170,8,low,M,61,1240,1,Below Medium
1897,1898,F,Road,4,1,226,7,low,M,41,2964,1,Medium Weight
1898,1899,A,Road,5,2,256,7,low,F,41,2758,1,Medium Weight
1899,1900,B,Road,2,5,104,7,low,M,12,1064,1,Below Medium
1900,1901,C,Road,4,4,192,3,medium,M,39,2943,1,Medium Weight
1901,1902,F,Road,5,2,195,6,low,M,38,1338,1,Below Medium
1902,1903,D,Road,3,5,271,4,low,M,51,1134,1,Below Medium
1903,1904,F,Road,2,1,296,5,medium,M,29,1648,1,Medium Weight
1904,1905,A,Road,4,5,277,5,medium,F,32,1055,1,Below Medium
1905,1906,B,Road,2,4,140,3,low,M,32,1819,1,Medium Weight
1906,1907,C,Road,4,1,148,3,high,F,23,1814,1,Medium Weight
1907,1908,F,Road,4,5,238,2,low,F,1,2644,1,Medium Weight
1908,1909,D,Road,5,3,220,3,low,M,37,2294,1,Medium Weight
1909,1910,F,Road,4,4,224,3,low,M,29,3623,1,Intermediate Weight
1910,1911,A,Road,4,5,162,3,low,F,31,1170,1,Below Medium
1911,1912,B,Road,4,2,202,4,low,F,1,3602,1,Intermediate Weight
1912,1913,C,Road,3,5,226,3,medium,M,5,3914,1,Intermediate Weight
1913,1914,F,Flight,4,3,246,2,low,M,60,2086,1,Medium Weight
1914,1915,D,Flight,5,2,223,3,low,F,51,3687,1,Intermediate Weight
1915,1916,F,Flight,5,2,156,2,medium,M,19,1311,1,Below Medium
1916,1917,A,Flight,2,5,189,2,low,M,38,3708,1,Intermediate Weight
1917,1918,B,Flight,5,4,242,3,high,F,2,3564,1,Intermediate Weight
1918,1919,C,Flight,4,5,207,2,medium,F,49,3736,1,Intermediate Weight
1919,1920,F,Flight,3,3,161,3,low,F,24,1920,1,Medium Weight
1920,1921,D,Flight,4,5,232,2,low,F,21,3128,1,Intermediate Weight
1921,1922,F,Flight,6,4,194,3,low,M,10,2554,1,Medium Weight
1922,1923,A,Flight,5,5,161,3,medium,F,59,1037,1,Below Medium
1923,1924,B,Flight,4,1,269,3,medium,F,23,3652,1,Intermediate Weight
1924,1925,C,Flight,3,3,219,2,low,F,41,3932,1,Intermediate Weight
1925,1926,F,Flight,5,2,161,2,medium,F,59,1859,1,Medium Weight
1926,1927,D,Flight,3,1,264,4,low,M,33,3561,1,Intermediate Weight
1927,1928,F,Flight,5,2,151,3,medium,M,20,1395,1,Below Medium
1928,1929,A,Flight,5,5,177,2,high,F,31,2000,1,Medium Weight
1929,1930,B,Flight,2,5,193,5,medium,F,13,2882,1,Medium Weight
1930,1931,C,Flight,4,4,212,4,medium,M,16,2494,1,Medium Weight
1931,1932,F,Flight,4,1,210,2,medium,F,7,3405,1,Intermediate Weight
1932,1933,D,Flight,4,2,164,2,medium,F,43,1976,1,Medium Weight
1933,1934,F,Flight,4,2,219,3,low,M,2,3402,1,Intermediate Weight
1934,1935,A,Flight,4,4,216,4,medium,M,27,3740,1,Intermediate Weight
1935,1936,B,Ship,5,2,174,2,medium,M,54,1091,1,Below Medium
1936,1937,C,Ship,3,5,199,2,low,M,46,2728,1,Medium Weight
1937,1938,F,Ship,3,4,181,3,low,M,45,2486,1,Medium Weight
1938,1939,D,Ship,3,2,220,3,low,M,22,2818,1,Medium Weight
1939,1940,F,Ship,3,1,215,2,low,F,47,3678,1,Intermediate Weight
1940,1941,A,Ship,4,5,248,4,high,F,56,2840,1,Medium Weight
1941,1942,B,Ship,3,2,183,4,low,M,49,2414,1,Medium Weight
1942,1943,C,Ship,4,2,194,4,medium,F,26,3818,1,Intermediate Weight
1943,1944,F,Ship,4,4,224,2,high,F,31,2084,1,Medium Weight
1944,1945,D,Ship,4,4,184,3,low,F,52,3128,1,Intermediate Weight
1945,1946,F,Ship,4,1,160,2,low,M,28,1276,1,Below Medium
1946,1947,A,Ship,5,1,182,3,low,M,8,3580,1,Intermediate Weight
1947,1948,B,Ship,3,2,116,2,low,F,22,1430,1,Below Medium
1948,1949,C,Ship,4,4,170,4,low,M,39,1868,1,Medium Weight
1949,1950,F,Ship,5,1,201,2,medium,F,54,2158,1,Medium Weight
1950,1951,D,Ship,4,3,148,2,low,M,29,1809,1,Medium Weight
1951,1952,F,Ship,5,1,165,3,low,F,27,1905,1,Medium Weight
1952,1953,A,Ship,3,5,135,3,low,M,20,1772,1,Medium Weight
1953,1954,B,Ship,4,4,263,2,medium,F,41,3955,1,Intermediate Weight
1954,1955,C,Ship,5,4,228,3,medium,M,20,3382,1,Intermediate Weight
1955,1956,F,Ship,6,5,275,5,medium,M,51,3569,1,Intermediate Weight
1956,1957,D,Ship,4,1,224,3,low,M,27,3400,1,Intermediate Weight
1957,1958,F,Ship,3,1,202,3,low,F,1,3738,1,Intermediate Weight
1958,1959,A,Ship,4,2,163,3,low,F,11,1926,1,Medium Weight
1959,1960,B,Ship,4,5,268,3,low,F,64,2386,1,Medium Weight
1960,1961,C,Ship,3,3,207,3,low,F,62,3277,1,Intermediate Weight
1961,1962,F,Ship,2,3,117,2,medium,M,36,1210,1,Below Medium
1962,1963,D,Ship,2,1,165,4,low,F,57,1881,1,Medium Weight
1963,1964,F,Ship,3,3,181,2,high,M,65,3234,1,Intermediate Weight
1964,1965,A,Ship,6,5,212,4,medium,F,13,3676,1,Intermediate Weight
1965,1966,B,Ship,3,4,226,3,medium,F,26,2299,1,Medium Weight
1966,1967,C,Ship,4,1,195,3,low,M,43,2849,1,Medium Weight
1967,1968,F,Ship,4,5,263,2,medium,M,13,2779,1,Medium Weight
1968,1969,D,Ship,4,4,136,2,medium,F,16,1131,1,Below Medium
1969,1970,F,Ship,3,5,163,2,low,F,49,1034,1,Below Medium
1970,1971,A,Ship,5,2,144,3,low,M,49,1202,1,Below Medium
1971,1972,B,Ship,4,4,240,3,low,F,62,3478,1,Intermediate Weight
1972,1973,C,Ship,4,5,243,2,low,M,19,2829,1,Medium Weight
1973,1974,F,Ship,5,1,201,3,medium,M,19,2696,1,Medium Weight
1974,1975,D,Ship,5,3,242,3,low,M,58,3411,1,Intermediate Weight
1975,1976,F,Ship,3,1,187,2,high,M,56,3774,1,Intermediate Weight
1976,1977,A,Ship,4,3,162,3,low,M,53,1194,1,Below Medium
1977,1978,B,Ship,3,3,147,3,low,M,16,1563,1,Medium Weight
1978,1979,C,Ship,3,4,268,2,high,F,39,2822,1,Medium Weight
1979,1980,F,Ship,4,3,237,3,low,M,57,3952,1,Intermediate Weight
1980,1981,D,Ship,3,2,157,2,low,M,29,1115,1,Below Medium
1981,1982,F,Ship,4,2,176,3,medium,F,12,1750,1,Medium Weight
1982,1983,A,Ship,4,5,134,4,low,M,36,1191,1,Below Medium
1983,1984,B,Ship,3,4,234,2,medium,M,52,3543,1,Intermediate Weight
1984,1985,C,Ship,3,3,154,2,low,F,57,1096,1,Below Medium
1985,1986,F,Ship,2,1,209,5,low,F,64,2016,1,Medium Weight
1986,1987,D,Ship,5,4,138,2,medium,M,38,1803,1,Medium Weight
1987,1988,F,Ship,2,3,151,3,medium,M,22,1024,1,Below Medium
1988,1989,A,Ship,4,4,252,6,medium,M,44,2676,1,Medium Weight
1989,1990,B,Ship,3,1,155,2,medium,F,6,1490,1,Below Medium
1990,1991,C,Ship,3,3,139,4,high,M,17,1137,1,Below Medium
1991,1992,F,Ship,4,5,258,3,medium,F,37,2289,1,Medium Weight
1992,1993,D,Ship,4,2,172,3,low,M,1,1182,1,Below Medium
1993,1994,F,Ship,4,3,239,3,low,F,28,2741,1,Medium Weight
1994,1995,A,Ship,3,1,165,3,low,F,1,1417,1,Below Medium
1995,1996,B,Ship,4,5,177,2,low,M,47,1536,1,Medium Weight
1996,1997,C,Ship,5,1,187,2,low,F,17,3513,1,Intermediate Weight
1997,1998,F,Ship,6,2,172,2,low,M,41,1006,1,Below Medium
1998,1999,D,Ship,4,4,168,3,low,F,35,1434,1,Below Medium
1999,2000,F,Ship,3,4,249,3,low,M,31,3489,1,Intermediate Weight
2000,2001,A,Ship,4,3,135,3,medium,F,11,1322,1,Below Medium
2001,2002,B,Ship,4,3,134,3,medium,M,13,1985,1,Medium Weight
2002,2003,C,Ship,3,1,269,2,low,F,35,3524,1,Intermediate Weight
2003,2004,F,Ship,6,5,210,5,high,M,37,3236,1,Intermediate Weight
2004,2005,D,Ship,5,4,285,6,high,M,63,3151,1,Intermediate Weight
2005,2006,F,Ship,4,2,244,2,medium,M,15,2857,1,Medium Weight
2006,2007,A,Ship,3,2,209,2,low,F,24,2748,1,Medium Weight
2007,2008,B,Ship,4,3,154,3,medium,M,52,1432,1,Below Medium
2008,2009,C,Ship,3,2,134,3,medium,F,54,1932,1,Medium Weight
2009,2010,F,Ship,3,5,168,4,medium,M,23,1347,1,Below Medium
2010,2011,D,Ship,4,5,264,3,medium,M,57,3753,1,Intermediate Weight
2011,2012,F,Ship,4,2,276,6,high,F,36,2843,1,Medium Weight
2012,2013,A,Ship,3,4,195,3,medium,M,23,3499,1,Intermediate Weight
2013,2014,B,Ship,5,3,174,5,medium,M,47,1909,1,Medium Weight
2014,2015,C,Ship,3,4,241,3,low,F,50,3074,1,Intermediate Weight
2015,2016,F,Ship,5,5,166,3,medium,F,20,1267,1,Below Medium
2016,2017,D,Ship,3,2,190,3,low,M,37,3315,1,Intermediate Weight
2017,2018,F,Ship,3,1,231,2,low,F,12,2123,1,Medium Weight
2018,2019,A,Ship,5,4,206,4,low,F,3,3755,1,Intermediate Weight
